SU_ID,LS_Maria2017,SU_Area,SU_Perimeter,SU_P.A,SU_P.sqrt.A.,SU_Max.Distance,SU_D.A,SU_D.sqrt.A.,Dist2Stream..MEAN.,Dist2Stream..STDDEV.,Eastness..MEAN.,Eastness..STDDEV.,Elevation..MEAN.,Elevation..STDDEV.,Northness..MEAN.,Northness..STDDEV.,PlanarCurvature..MEAN.,PlanarCurvature..STDDEV.,ProfileCurvature..MEAN.,ProfileCurvature..STDDEV.,RSP..MEAN.,RSP..STDDEV.,Slope..MEAN.,Slope..STDDEV.,TWI..MEAN.,TWI..STDDEV.,UniqueID,Forest,Agriculture,Builtup,Roads,Bare,Quarry,RGA,CRL,YPD,YPC,YPV,YPI,BAP,BAO,BAY,IGO,IPL,IGY,IBP,OPL,PBA,PPD,PCR,PLI,PIC,PLP
Pol_69,0,106417.2481,4937.915754,0.046401,15.136925,1201.712477,0.011292,3.683787,29.573643,21.619259,-0.458718,0.472408,50.594647,52.257609,0.309367,0.686076,-0.004397,0.014347,-0.007871,0.018019,0.230792,0.288078,15.476814,10.668794,5.930254,2.763632,69,0.04,0.76,0.02,0.03,0.15,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.74,0,0,0,0,0,0
Pol_70,4216,128531.1744,4211.431628,0.032766,11.746961,1435.444182,0.011168,4.003889,76.18714,50.965216,0.576022,0.338452,149.18333,101.733355,-0.509944,0.541854,-0.001837,0.030048,-0.001585,0.027003,0.621128,0.297567,30.245347,10.374417,4.154409,1.718254,70,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,0
Pol_71,0,51808.56947,1955.917825,0.037753,8.593099,723.582294,0.013966,3.178975,50.159245,30.285685,0.82424,0.212493,92.523278,34.100981,-0.28037,0.443698,0.003256,0.027797,-0.000242,0.02533,0.475455,0.337845,26.434752,11.410256,4.194717,2.154883,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_72,0,105988.6274,2763.038948,0.026069,8.487062,1202.559133,0.011346,3.693829,85.659928,30.379088,-0.531482,0.359155,102.864007,60.051442,-0.170459,0.747983,0.008747,0.014919,0.007759,0.015752,0.718566,0.270921,21.155292,7.280558,4.027216,1.180957,72,0.48,0.46,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_73,0,234604.3845,4555.486918,0.019418,9.405172,1713.946428,0.007306,3.538581,68.963731,39.113878,-0.588065,0.327796,163.660501,93.001117,0.651839,0.34905,0.000585,0.024747,0.000181,0.027354,0.532623,0.320477,30.964106,10.268333,4.178411,1.338816,73,0.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.96,0,0,0,0,0,0
Pol_74,11932,219647.8545,2221.904383,0.010116,4.740912,653.648932,0.002976,1.394701,75.364883,51.72119,0.560844,0.448026,596.212213,96.979205,-0.311458,0.622673,-0.001778,0.049139,0.000528,0.043226,0.399254,0.341688,43.760775,11.624456,3.750971,1.645519,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_75,0,224040.4269,2640.389244,0.011785,5.578337,724.191252,0.003232,1.529995,123.289121,63.406877,-0.321032,0.586067,598.071502,61.893964,-0.592704,0.449628,0.002937,0.036979,0.004271,0.022786,0.827779,0.208016,31.736409,8.137341,3.75656,1.52446,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_76,0,97438.40131,2614.84529,0.026836,8.376854,927.652279,0.00952,2.971804,53.581691,33.521419,-0.519664,0.402548,95.92744,45.51693,-0.5338,0.531942,0.001106,0.019195,0.000439,0.016519,0.614523,0.296777,18.942824,6.926439,4.608555,1.613671,76,0.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.76,0,0,0,0,0,0
Pol_77,260,53718.58219,1062.709697,0.019783,4.585138,331.289344,0.006167,1.429372,90.435468,51.126284,0.764023,0.26008,531.108003,56.99009,0.170502,0.565293,-0.00412,0.050033,0.003526,0.036532,0.484243,0.283897,43.032886,7.835593,3.567184,1.509503,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.94,0,0,0,0
Pol_78,4420,85925.09899,3393.661818,0.039496,11.577333,1191.989027,0.013872,4.06642,66.84172,58.106575,0.770608,0.360914,372.362563,89.776547,0.068231,0.520816,-0.009945,0.041089,-0.014129,0.0541,0.293409,0.239312,42.887845,11.927941,3.937259,2.22766,78,0.55,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.3,0,0,0,0
Pol_79,0,320998.9136,3162.738329,0.009853,5.582278,901.964204,0.00281,1.59198,68.920246,44.362118,-0.341231,0.527882,62.819771,28.711006,-0.421765,0.653465,0.001558,0.015227,0.003134,0.018421,0.587799,0.305864,15.685972,8.027744,4.789936,1.487236,79,0.08,0.8,0.05,0.06,0.01,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0.11,0,0,0,0,0,0
Pol_80,3032,376835.72,7911.313504,0.020994,12.887615,2921.98755,0.007754,4.759949,67.593072,44.742189,-0.04608,0.420449,265.671948,139.565706,0.87787,0.224595,-0.000898,0.035022,-0.002067,0.046833,0.482164,0.30528,39.553862,12.153696,3.957259,2.023823,80,0.16,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,0,0,0,0
Pol_81,596,201949.7216,3808.985623,0.018861,8.475937,1201.871873,0.005951,2.674463,59.442593,40.683327,0.053704,0.601416,410.309746,87.887124,0.667897,0.435118,-0.000562,0.041494,3.00E-05,0.037278,0.602771,0.320902,38.450546,9.693963,3.69161,1.727027,81,0.24,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.42,0,0,0,0
Pol_82,11196,88939.53588,1722.178281,0.019363,5.774717,622.148488,0.006995,2.086155,76.68283,47.22249,-0.518967,0.541736,473.750402,77.086157,-0.594504,0.289415,0.000187,0.053252,-0.001173,0.051459,0.454005,0.333567,45.625829,11.734874,3.388628,1.570525,82,0.92,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.92,0,0,0,0
Pol_83,888,557066.8994,7304.131282,0.013112,9.786218,2153.577489,0.003866,2.885405,68.498384,51.487446,0.061693,0.614144,287.427108,149.543766,0.605427,0.502473,-0.000688,0.04087,-0.002805,0.034747,0.506578,0.3252,38.597289,10.879404,3.985052,1.997908,83,0.35,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.34,0,0,0,0
Pol_84,0,42512.37256,1612.853516,0.037938,7.82235,464.079201,0.010916,2.250787,101.363793,55.34357,-0.382532,0.536713,24.467476,16.436304,0.10556,0.744624,0.004854,0.048995,0.006128,0.062037,0.342886,0.302327,37.891497,18.122244,3.584875,2.02898,84,0,0.63,0,0,0.37,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.82,0,0,0,0,0,0
Pol_85,820,366871.4595,11512.66809,0.031381,19.007238,3846.329013,0.010484,6.35023,50.579315,39.661519,0.498132,0.522359,263.356414,170.11118,-0.559737,0.407063,-0.002095,0.029884,-0.003457,0.034434,0.405444,0.301862,31.083212,10.499702,4.342032,2.200019,85,0.48,0.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.4,0.14,0,0,0,0
Pol_86,12780,503855.7805,5519.194152,0.010954,7.775397,1839.534538,0.003651,2.591522,61.018686,45.004629,-0.023924,0.716636,170.312971,99.44367,-0.531847,0.450555,-0.000138,0.040028,-7.10E-05,0.050482,0.489333,0.301345,35.300717,12.282115,3.775735,1.763684,86,0.89,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_87,0,88430.86599,2905.542103,0.032857,9.77069,921.332224,0.010419,3.098235,63.766006,39.522126,0.489645,0.503454,42.630453,42.627561,0.464454,0.539503,-0.001899,0.055293,-0.007294,0.096604,0.353033,0.337592,41.38766,24.048424,4.200837,3.388431,87,0,0.98,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_88,12,189398.41,4594.667321,0.024259,10.557617,1022.367337,0.005398,2.349194,101.97574,41.62059,0.424221,0.588475,162.771777,46.174334,-0.050644,0.686417,0.006926,0.023189,0.005634,0.017739,0.875922,0.189352,20.332333,8.03392,4.324304,1.223673,88,0,0.95,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_89,15004,209995,4595.964353,0.021886,10.029336,1411.759186,0.006723,3.080748,74.710993,51.346167,-0.507631,0.495801,223.514755,117.009549,0.134605,0.691646,0.000662,0.042632,-0.0015,0.045294,0.367717,0.28977,38.214352,10.599035,3.626721,1.704922,89,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.86,0,0,0,0,0
Pol_90,11868,238246,4367.650619,0.018333,8.948188,1454.642568,0.006106,2.980187,63.784077,47.281511,-0.609963,0.436423,204.307725,102.952694,0.268712,0.604379,0.001552,0.050085,-0.000438,0.06273,0.423463,0.28795,40.675697,11.484223,3.463333,1.690338,90,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.02,0,0,0,0,0
Pol_91,4204,221289,3911.960507,0.017678,8.316001,1346.52293,0.006085,2.862423,94.293273,64.879804,0.181323,0.548839,204.783972,96.364286,0.726334,0.371936,0.001956,0.039575,-0.001707,0.026759,0.6605,0.313429,36.440308,9.417394,3.862189,1.834255,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0.18,0,0,0,0
Pol_92,3560,99875.42054,2078.385077,0.02081,6.576528,843.570063,0.008446,2.669266,75.414041,45.531537,0.729691,0.26363,282.616945,111.67923,-0.49529,0.390817,-0.003624,0.046963,-0.000637,0.031031,0.59766,0.305839,42.571808,9.969508,3.692768,1.581479,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.59,0,0,0,0
Pol_93,11236,906521.8311,5676.428402,0.006262,5.961918,1738.857774,0.001918,1.826312,77.429725,65.941557,-0.280913,0.696298,338.049401,106.853879,-0.452473,0.481171,0.000565,0.037268,-0.001247,0.029324,0.405211,0.324274,35.813958,11.231289,4.024337,1.842367,93,0.21,0.78,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,0,0,0,0
Pol_94,800,228448.7426,3239.447472,0.01418,6.77761,1064.624959,0.00466,2.227421,74.965031,50.560171,-0.147453,0.570565,351.08496,99.439852,-0.74892,0.303039,0.000473,0.039763,5.90E-05,0.029616,0.536429,0.319666,39.830621,7.032003,3.786624,1.585262,94,0.11,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.49,0,0,0,0
Pol_95,1400,105935.5964,2323.250534,0.021931,7.137976,1027.069402,0.009695,3.155577,64.893006,39.994454,0.205107,0.442975,264.739919,127.798754,0.784438,0.382573,0.005576,0.043036,0.003168,0.039421,0.57407,0.310554,42.244202,11.116708,3.497633,1.686687,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.52,0,0,0,0
Pol_96,1200,97411.79584,2136.09436,0.021928,6.844073,786.697711,0.008076,2.520589,109.580534,71.199431,0.319811,0.490449,265.864778,91.044173,0.761436,0.278202,-0.000331,0.044476,0.000862,0.033034,0.519912,0.30601,40.703101,8.601093,3.714939,1.772684,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.36,0,0,0,0
Pol_97,1276,64415.39267,2178.881227,0.033825,8.584969,880.477721,0.013669,3.469154,73.743786,53.437625,0.766372,0.236331,199.55009,92.561524,-0.402768,0.441133,-0.001844,0.040158,-0.004157,0.027294,0.472671,0.284485,38.985851,8.016571,3.687506,1.661083,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.31,0,0,0,0
Pol_98,0,9658.669396,795.610763,0.082373,8.095469,329.569092,0.034122,3.353419,40.835708,29.67125,-0.690072,0.369753,16.182621,9.810846,-0.338755,0.521852,0.003147,0.035178,-0.001052,0.049693,0.2559,0.211801,34.348023,15.66465,4.141983,2.121735,98,0,0.45,0,0,0.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pol_99,5864,248251.2351,6837.509382,0.027543,13.7231,2379.523265,0.009585,4.775779,54.689087,35.53178,-0.141071,0.510092,117.654271,99.516037,-0.586675,0.612959,0.001448,0.026611,9.90E-05,0.035756,0.525894,0.323622,24.860314,13.298768,4.32853,1.98401,99,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pol_100,284,317580.099,4053.779059,0.012765,7.193387,1459.785869,0.004597,2.590374,66.144595,46.394894,-0.285888,0.655779,186.266384,88.125226,0.542064,0.440896,-0.000506,0.043282,-0.000217,0.03453,0.527529,0.318951,38.859524,9.207179,3.69776,1.764172,100,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_101,0,195997.8528,2296.732903,0.011718,5.187819,923.152599,0.00471,2.085201,68.533697,43.433867,0.409287,0.435392,137.813791,69.755665,-0.046754,0.800458,-0.0012,0.038581,-0.001557,0.030611,0.562206,0.305163,36.14277,9.297762,3.835118,1.684214,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_102,0,41545.82028,1194.125332,0.028742,5.858497,364.764509,0.00878,1.789571,88.550859,36.090833,0.813168,0.189964,57.988741,29.437132,-0.340201,0.432359,0.010665,0.021788,0.009467,0.033075,0.636408,0.283179,25.488858,10.296093,4.320974,0.959178,102,0,0.82,0.02,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_103,0,54420.54049,1797.672745,0.033033,7.706004,548.355902,0.010076,2.350613,22.139007,16.448281,0.527827,0.543884,9.892475,7.649604,0.013207,0.652238,-0.002413,0.010057,-0.008523,0.014548,0.044117,0.060026,8.353959,8.499733,6.810313,2.867056,103,0,0.77,0.12,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_104,0,9083.659958,561.877112,0.061856,5.895368,205.350921,0.022607,2.154598,37.148938,19.727827,0.783948,0.21405,21.729966,13.438991,0.373387,0.447427,0.010493,0.020155,-0.000184,0.015116,0.295884,0.271437,15.748452,7.395413,4.661142,1.943663,104,0,0.87,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_105,0,290779.8472,5002.198872,0.017203,9.276386,1609.93506,0.005537,2.985563,49.644006,34.103842,-0.428072,0.546632,57.51508,23.157499,0.562122,0.449406,-0.000354,0.023622,-0.001776,0.025927,0.510073,0.316415,23.615323,9.402372,4.541299,2.060433,105,0.03,0.94,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_106,6708,243948,4195.251114,0.017197,8.493943,1385.417266,0.005679,2.804994,77.359047,47.441611,-0.09693,0.662163,188.803111,93.270297,-0.590305,0.451314,0.000907,0.043059,-0.000356,0.048463,0.44856,0.311606,35.797834,11.943231,3.737545,1.922721,106,0.99,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.66,0,0,0,0,0
Pol_107,0,85352.64256,3297.694511,0.038636,11.287608,1040.725095,0.012193,3.562276,21.487224,16.483348,-0.43423,0.550148,5.787043,5.029117,-0.045712,0.711823,-0.002829,0.00743,-0.016021,0.02293,0.012838,0.019712,6.104836,7.156921,7.379014,3.315823,107,0.18,0.45,0.04,0.1,0.24,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.54,0.27,0,0,0,0,0
Pol_108,3204,414361.2425,7957.527719,0.019204,12.361996,2354.845218,0.005683,3.658245,65.707993,48.567975,0.425135,0.566259,235.415785,149.756719,0.468689,0.52815,-0.001249,0.034737,-0.000377,0.031498,0.510674,0.317324,32.600456,11.525208,4.085488,2.032608,108,0.22,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.35,0,0,0,0
Pol_109,0,63988.96851,1857.035417,0.029021,7.34121,664.9356,0.010391,2.628615,66.51467,33.554087,0.650952,0.462402,27.553826,14.093935,-0.315963,0.512458,0.001167,0.020369,-0.001088,0.027971,0.429329,0.245686,24.439095,11.50682,4.62303,2.290149,109,0,0.92,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_110,0,67015.86857,1871.991765,0.027934,7.231279,769.984202,0.01149,2.974356,66.044813,29.23311,-0.281954,0.439816,45.33941,23.466608,0.80916,0.268931,0.003517,0.022044,0.004996,0.032332,0.552104,0.301036,29.442881,11.567265,3.795355,0.864183,110,0.91,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.88,0,0,0,0,0
Pol_111,0,56950.93727,2165.001454,0.038015,9.072098,806.80357,0.014167,3.380784,80.129654,49.516536,-0.539392,0.422715,49.85516,26.367655,-0.606776,0.40273,0.000854,0.020043,-0.000244,0.022327,0.667134,0.320245,16.687947,9.468157,4.87814,1.971899,111,0.95,0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pol_112,0,29040.01832,1788.334033,0.061582,10.494221,537.835904,0.018521,3.156104,177.989044,65.059881,0.013312,0.75387,19.557654,8.587825,0.48171,0.446608,0.007176,0.029034,0.017244,0.047871,0.290844,0.160996,27.197735,17.912429,3.983411,1.640017,112,0.46,0.4,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_113,0,73902.62434,1152.415841,0.015594,4.239155,360.345491,0.004876,1.325529,66.966608,37.746869,-0.606402,0.53963,36.066246,20.425136,0.171031,0.558412,0.000475,0.026114,-0.000514,0.029524,0.49185,0.338255,22.537323,11.590128,4.321058,1.639339,113,0,0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_114,3240,411463.5613,5033.306572,0.012233,7.846712,1665.764689,0.004048,2.596857,79.216913,66.326867,-0.02321,0.682206,226.995501,106.591618,-0.557684,0.472276,2.10E-05,0.034249,-0.002774,0.029827,0.427997,0.316173,34.249161,9.679178,4.142226,1.778638,114,0.14,0.85,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.14,0,0,0,0
Pol_115,4012,181093.0164,3086.150823,0.017042,7.252142,1076.564907,0.005945,2.529819,100.735693,60.555288,-0.269421,0.665002,362.050937,87.731149,-0.600639,0.352729,0.00226,0.047508,-0.000667,0.036198,0.521281,0.291704,38.554214,9.607987,3.594486,1.769801,115,0.36,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.36,0,0,0,0
Pol_116,96,22310.33253,866.6959,0.038847,5.802481,333.481498,0.014947,2.23264,108.406933,27.123326,0.643212,0.343126,519.265803,27.391753,-0.301514,0.614518,0.002516,0.041288,0.00597,0.023723,0.907868,0.076536,29.882874,7.731711,3.679785,1.450659,116,0.92,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_117,288,330691.4023,4169.773357,0.012609,7.251052,1128.84103,0.003414,1.963005,65.07879,47.398522,0.444335,0.596164,359.246009,61.730036,-0.019871,0.6684,-0.001208,0.035727,2.70E-05,0.033599,0.55841,0.29561,31.988345,8.792506,3.943839,1.774014,117,0.35,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_118,3312,347302.765,3526.828539,0.010155,5.984532,928.931726,0.002675,1.576267,80.135495,63.713532,0.432116,0.508617,289.094779,93.804393,0.365362,0.648918,0.001755,0.039895,-0.001146,0.031065,0.596104,0.332886,36.425821,9.686791,3.833793,1.97047,118,0.71,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.51,0,0,0,0
Pol_119,376,98965.18199,2080.22921,0.02102,6.612565,643.515063,0.006502,2.045585,68.372241,40.323533,0.551514,0.421296,299.448972,47.550146,-0.572594,0.436439,0.003776,0.040707,-0.001881,0.038382,0.516794,0.299035,36.074316,8.708603,3.595353,1.642302,119,0.46,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0.05,0,0,0,0
Pol_120,68,2529687.216,11499.96555,0.004546,7.230413,2913.951411,0.001152,1.832099,63.259535,42.794988,-0.504,0.515435,77.93863,62.182173,-0.280897,0.633567,0.00082,0.01424,0.001191,0.017047,0.644461,0.307841,11.685727,7.75312,5.253584,1.714692,120,0.59,0.38,0.01,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.93,0,0,0,0,0
Pol_121,0,554751.9664,9398.960929,0.016943,12.619159,2841.827304,0.005123,3.815472,62.138886,41.099579,-0.441218,0.603389,63.706802,34.760095,0.175144,0.64076,0.000442,0.020067,0.000608,0.021655,0.574467,0.320995,17.862352,9.092704,4.560505,1.821181,121,0,0.95,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_122,0,234813.49,3392.692011,0.014448,7.001368,1001.848292,0.004267,2.067476,70.528658,41.940825,-0.54657,0.537785,70.598339,50.289346,0.316186,0.558637,0.003181,0.041258,0.000101,0.033146,0.502333,0.329025,34.961184,10.237007,3.663094,1.796348,122,0.12,0.84,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_123,0,115792.6122,2378.544962,0.020541,6.9899,700.196692,0.006047,2.057688,69.751497,38.266783,0.488146,0.670951,30.011035,14.871059,0.110768,0.547054,0.001164,0.012185,0.002137,0.015075,0.50317,0.332825,13.59891,6.665438,4.960884,1.547013,123,0,0.9,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_124,0,172553.2226,4156.698514,0.024089,10.00661,880.710623,0.005104,2.120175,109.777549,44.942324,0.327116,0.55339,194.021879,27.585606,-0.581117,0.499057,0.004554,0.014963,0.007854,0.015311,0.9166,0.136015,13.301499,7.640549,4.763926,1.263901,124,0,0.88,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pol_125,0,47025.14367,3339.418297,0.071013,15.399469,825.749396,0.01756,3.80788,29.153114,45.480621,-0.167328,0.758877,3.951052,2.792729,-0.056419,0.626836,-0.002738,0.011427,-0.015699,0.015697,0.013704,0.04506,6.510668,8.986071,8.101876,4.03661,125,0,0.84,0.04,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_126,0,185078.1572,4173.894519,0.022552,9.702058,1563.058624,0.008445,3.63327,32.248211,24.332645,-0.215331,0.80979,48.439115,25.290493,0.097909,0.536923,-0.002826,0.020509,-0.008052,0.027577,0.340659,0.25672,22.457274,8.777075,4.917592,2.508521,126,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_127,0,54453.64305,1234.084728,0.022663,5.288488,438.96717,0.008061,1.881129,25.278338,20.845002,0.139533,0.722243,2.654667,1.705144,0.241753,0.632812,-0.001298,0.006285,-0.007427,0.01265,0.014417,0.024018,3.80995,6.270571,7.235622,2.858979,127,0,0.83,0.06,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_128,0,44804.70687,1289.304236,0.028776,6.09107,443.508922,0.009899,2.095273,191.136168,95.135981,-0.138108,0.84309,23.891729,13.254499,0.030635,0.518832,0.007025,0.036661,0.01856,0.056247,0.462094,0.282535,30.629709,15.815988,3.420362,1.555648,128,0,0.79,0,0,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_129,268,232113.7313,7006.977724,0.030188,14.543881,2284.533112,0.009842,4.741842,44.535911,30.371995,-0.516195,0.357487,158.664237,78.032397,0.506515,0.590922,-0.003496,0.029848,-0.005339,0.03606,0.407869,0.270506,32.961353,9.530065,4.138186,1.82302,129,0.91,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pol_130,292,528053.2017,9259.355709,0.017535,12.742127,2339.941228,0.004431,3.220076,21.968204,17.579921,0.095922,0.723376,10.358852,8.076279,0.141372,0.668984,-0.001283,0.008537,-0.007773,0.018626,0.038617,0.089001,6.445858,7.551122,7.019312,4.057533,130,0,0.97,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
Pol_131,0,58411.96144,1351.937151,0.023145,5.593783,458.722273,0.007853,1.898012,101.74058,49.143419,-0.578118,0.438039,30.692147,15.930136,0.440532,0.528993,0.00353,0.021438,0.003552,0.023298,0.543247,0.303089,22.179112,9.743825,4.258038,1.999033,131,0.17,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_132,0,226593.3011,8128.309452,0.035872,17.075628,2853.775745,0.012594,5.995098,44.397174,32.237195,0.73586,0.332432,64.917696,31.762258,0.108147,0.579917,-0.001193,0.020866,-0.0055,0.02055,0.369176,0.298023,21.906404,8.779921,4.955498,2.578549,132,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_133,84,207877.1836,5320.725162,0.025596,11.669908,1524.561439,0.007334,3.343809,58.328095,36.130507,-0.752856,0.343924,41.734078,23.150856,0.130562,0.545782,0.000196,0.023879,-0.001548,0.025452,0.386874,0.29514,26.238999,11.57926,4.508689,2.382276,133,0,0.97,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_134,0,17181.84769,597.917421,0.034799,4.561485,224.128475,0.013044,1.709866,89.940928,30.506815,0.667194,0.348239,23.640857,11.715102,-0.309285,0.581313,0.009324,0.03702,0.011554,0.055349,0.348479,0.184341,23.071374,9.580943,3.931144,1.565273,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_135,0,225701.0757,3068.871655,0.013597,6.459693,955.843083,0.004235,2.011962,66.531361,38.981737,0.373031,0.726403,43.662784,21.474547,0.219412,0.533896,0.000252,0.022141,0.001431,0.021418,0.536032,0.325492,22.008236,8.532705,4.484152,2.040001,135,0.08,0.86,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_136,0,62560.46491,1824.173997,0.029159,7.293169,664.140057,0.010616,2.655276,174.733591,43.959214,-0.600097,0.474059,34.24532,19.423561,0.471078,0.439587,-0.000233,0.040682,0.003805,0.059206,0.536792,0.320564,28.587718,17.168996,3.868879,1.930422,136,0.53,0.32,0,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
